Date,HM-B.ST,ITX.MC
2023-12-11,165.59080505371094,36.67757034301758
2023-12-12,163.71612548828125,36.812129974365234
2023-12-13,163.67861938476562,36.725624084472656
2023-12-14,165.6470489501953,37.11008834838867
2023-12-15,166.43441772460938,36.91786193847656
2023-12-18,169.8838348388672,36.91786193847656
2023-12-19,170.59620666503906,37.427268981933594
2023-12-20,170.18377685546875,37.57144546508789
2023-12-21,169.2651824951172,37.62910842895508
2023-12-22,165.40333557128906,37.53299331665039
2023-12-25,165.40333557128906,37.53299331665039
2023-12-26,165.40333557128906,37.53299331665039
2023-12-27,166.32192993164062,37.72522735595703
2023-12-28,165.2533721923828,37.85017395019531
2023-12-29,165.5532989501953,37.89823532104492
2024-01-01,165.5532989501953,37.89823532104492
2024-01-02,165.19712829589844,37.62910842895508
2024-01-03,158.72946166992188,36.47572708129883
2024-01-04,158.44825744628906,36.53339767456055
2024-01-05,155.13006591796875,36.158546447753906
2024-01-08,158.2233123779297,36.591068267822266
2024-01-09,156.94851684570312,36.34116744995117
2024-01-10,157.22972106933594,36.773685455322266
2024-01-11,157.22972106933594,36.70640182495117
2024-01-12,158.35452270507812,37.52338409423828
2024-01-15,158.5607452392578,37.379207611083984
2024-01-16,156.7235565185547,37.2542610168457
2024-01-17,150.81829833984375,36.927467346191406
2024-01-18,151.2494659423828,37.12931442260742
2024-01-19,149.037353515625,37.359989166259766
2024-01-22,148.26873779296875,37.600276947021484
2024-01-23,151.2682342529297,36.8505744934082
2024-01-24,152.99293518066406,37.49454879760742
2024-01-25,155.373779296875,37.61949920654297
2024-01-26,156.32986450195312,37.359989166259766
2024-01-29,156.74229431152344,37.40804672241211
2024-01-30,157.754638671875,38.44608688354492
2024-01-31,138.23916625976562,38.167354583740234
2024-02-01,134.92098999023438,38.01356887817383
2024-02-02,134.28358459472656,38.0904655456543
2024-02-05,130.9279022216797,37.30231857299805
2024-02-06,132.7650909423828,37.55221939086914
2024-02-07,131.04039001464844,37.00436019897461
2024-02-08,131.0591278076172,37.36960220336914
2024-02-09,131.65904235839844,37.542606353759766
2024-02-12,132.3714141845703,37.88862228393555
2024-02-13,130.79666137695312,37.590667724609375
