Date,BZ=F,CL=F
2023-08-02,83.19999694824219,79.48999786376953
2023-08-03,85.13999938964844,81.55000305175781
2023-08-04,86.23999786376953,82.81999969482422
2023-08-07,85.33999633789062,81.94000244140625
2023-08-08,86.16999816894531,82.91999816894531
2023-08-09,87.55000305175781,84.4000015258789
2023-08-10,86.4000015258789,82.81999969482422
2023-08-11,86.80999755859375,83.19000244140625
2023-08-14,86.20999908447266,82.51000213623047
2023-08-15,84.88999938964844,80.98999786376953
2023-08-16,83.44999694824219,79.37999725341797
2023-08-17,84.12000274658203,80.38999938964844
2023-08-18,84.80000305175781,81.25
2023-08-21,84.45999908447266,80.72000122070312
2023-08-22,84.02999877929688,80.3499984741211
2023-08-23,83.20999908447266,78.88999938964844
2023-08-24,83.36000061035156,79.05000305175781
2023-08-25,84.4800033569336,79.83000183105469
2023-08-28,84.41999816894531,80.0999984741211
2023-08-29,85.48999786376953,81.16000366210938
2023-08-30,85.86000061035156,81.62999725341797
2023-08-31,86.86000061035156,83.62999725341797
2023-09-01,88.55000305175781,85.55000305175781
2023-09-04,88.55000305175781,85.55000305175781
2023-09-05,90.04000091552734,86.69000244140625
2023-09-06,90.5999984741211,87.54000091552734
2023-09-07,89.91999816894531,86.87000274658203
2023-09-08,90.6500015258789,87.51000213623047
2023-09-11,90.63999938964844,87.29000091552734
2023-09-12,92.05999755859375,88.83999633789062
2023-09-13,91.87999725341797,88.5199966430664
2023-09-14,93.69999694824219,90.16000366210938
2023-09-15,93.93000030517578,90.7699966430664
2023-09-18,94.43000030517578,91.4800033569336
2023-09-19,94.33999633789062,91.19999694824219
2023-09-20,93.52999877929688,90.27999877929688
2023-09-21,93.30000305175781,89.62999725341797
2023-09-22,93.2699966430664,90.02999877929688
2023-09-25,93.29000091552734,89.68000030517578
2023-09-26,93.95999908447266,90.38999938964844
2023-09-27,96.55000305175781,93.68000030517578
2023-09-28,95.37999725341797,91.70999908447266
2023-09-29,95.30999755859375,90.79000091552734
2023-10-02,90.70999908447266,88.81999969482422
2023-10-03,90.91999816894531,89.2300033569336
2023-10-04,85.80999755859375,84.22000122070312
2023-10-05,84.06999969482422,82.30999755859375
2023-10-06,84.58000183105469,82.79000091552734
2023-10-09,88.1500015258789,86.37999725341797
2023-10-10,87.6500015258789,85.97000122070312
2023-10-11,85.81999969482422,83.48999786376953
2023-10-12,86.0,82.91000366210938
2023-10-13,90.88999938964844,87.69000244140625
2023-10-16,89.6500015258789,86.66000366210938
2023-10-17,89.9000015258789,86.66000366210938
2023-10-18,91.5,88.31999969482422
2023-10-19,92.37999725341797,89.37000274658203
2023-10-20,92.16000366210938,88.75
2023-10-23,89.83000183105469,85.48999786376953
2023-10-24,88.06999969482422,83.73999786376953
2023-10-25,90.12999725341797,85.38999938964844
2023-10-26,87.93000030517578,83.20999908447266
2023-10-27,90.4800033569336,85.54000091552734
2023-10-30,87.44999694824219,82.30999755859375
2023-10-31,87.41000366210938,81.0199966430664
2023-11-01,84.62999725341797,80.44000244140625
2023-11-02,86.8499984741211,82.45999908447266
2023-11-03,84.88999938964844,80.51000213623047
2023-11-06,85.18000030517578,80.81999969482422
2023-11-07,81.61000061035156,77.37000274658203
2023-11-08,79.54000091552734,75.33000183105469
2023-11-09,80.01000213623047,75.73999786376953
2023-11-10,81.43000030517578,77.16999816894531
2023-11-13,82.5199966430664,78.26000213623047
2023-11-14,82.47000122070312,78.26000213623047
2023-11-15,81.18000030517578,76.66000366210938
2023-11-16,77.41999816894531,72.9000015258789
2023-11-17,80.61000061035156,75.88999938964844
2023-11-20,82.31999969482422,77.5999984741211
2023-11-21,82.44999694824219,77.7699966430664
2023-11-22,81.95999908447266,77.0999984741211
2023-11-23,81.37000274658203,77.0999984741211
2023-11-24,80.58000183105469,75.54000091552734
2023-11-27,79.9800033569336,74.86000061035156
2023-11-28,81.68000030517578,76.41000366210938
2023-11-29,83.0999984741211,77.86000061035156
2023-11-30,82.83000183105469,75.95999908447266
2023-12-01,78.87999725341797,74.06999969482422
2023-12-04,78.02999877929688,73.04000091552734
2023-12-05,77.19999694824219,72.31999969482422
2023-12-06,74.30000305175781,69.37999725341797
2023-12-07,74.05000305175781,69.33999633789062
2023-12-08,75.83999633789062,71.2300033569336
